year,oda_gni_ratio,indicator,name_short
2034,0.0033,Excluding Ukraine,Latvia
2018,0.0011531136687644046,Excluding Ukraine,Lithuania
2019,0.0012119455902907987,Excluding Ukraine,Lithuania
2020,0.0012132941156711866,Excluding Ukraine,Lithuania
2021,0.0012742621722252401,Excluding Ukraine,Lithuania
2022,0.002401004037496825,Excluding Ukraine,Lithuania
2023,0.0015994175093440148,Excluding Ukraine,Lithuania
2024,0.0018423578651520127,Excluding Ukraine,Lithuania
2025,0.0020852982209600105,Excluding Ukraine,Lithuania
2026,0.002328238576768008,Excluding Ukraine,Lithuania
2027,0.0025711789325760064,Excluding Ukraine,Lithuania
2028,0.0028141192883840045,Excluding Ukraine,Lithuania
2029,0.003057059644192002,Excluding Ukraine,Lithuania
2030,0.0033,Excluding Ukraine,Lithuania
2031,0.0033,Excluding Ukraine,Lithuania
2032,0.0033,Excluding Ukraine,Lithuania
2033,0.0033,Excluding Ukraine,Lithuania
2034,0.0033,Excluding Ukraine,Lithuania
2018,0.0024419059442591217,Excluding IDRC,Austria
2019,0.0026892772127089888,Excluding IDRC,Austria
2020,0.002892271796871079,Excluding IDRC,Austria
2021,0.002950005946626552,Excluding IDRC,Austria
2022,0.0031458928022188525,Excluding IDRC,Austria
2023,0.0032543178716494797,Excluding IDRC,Austria
2024,0.0037894153185566966,Excluding IDRC,Austria
2025,0.004324512765463914,Excluding IDRC,Austria
2026,0.004859610212371131,Excluding IDRC,Austria
2027,0.005394707659278348,Excluding IDRC,Austria
2028,0.005929805106185565,Excluding IDRC,Austria
2029,0.006464902553092783,Excluding IDRC,Austria
2030,0.007,Excluding IDRC,Austria
2031,0.007,Excluding IDRC,Austria
2032,0.007,Excluding IDRC,Austria
2033,0.007,Excluding IDRC,Austria
2034,0.007,Excluding IDRC,Austria
2018,0.0038473433910459973,Excluding IDRC,Belgium
2019,0.0038323887371011812,Excluding IDRC,Belgium
2020,0.004509088988381074,Excluding IDRC,Belgium
2021,0.003910500463661296,Excluding IDRC,Belgium
2022,0.003987106270717638,Excluding IDRC,Belgium
2023,0.0038608357556334004,Excluding IDRC,Belgium
2024,0.004309287790542914,Excluding IDRC,Belgium
2025,0.004757739825452429,Excluding IDRC,Belgium
2026,0.005206191860361943,Excluding IDRC,Belgium
2027,0.005654643895271458,Excluding IDRC,Belgium
2028,0.0061030959301809715,Excluding IDRC,Belgium
2029,0.006551547965090486,Excluding IDRC,Belgium
2030,0.007,Excluding IDRC,Belgium
2031,0.007,Excluding IDRC,Belgium
2032,0.007,Excluding IDRC,Belgium
2033,0.007,Excluding IDRC,Belgium
2034,0.007,Excluding IDRC,Belgium
2018,0.0069984760678066605,Excluding IDRC,Denmark
2019,0.007017180091377378,Excluding IDRC,Denmark
2020,0.007040343647451974,Excluding IDRC,Denmark
2021,0.006953965686420628,Excluding IDRC,Denmark
2022,0.0058392753482972145,Excluding IDRC,Denmark
2023,0.006671519051032084,Excluding IDRC,Denmark
2024,0.006718444900884643,Excluding IDRC,Denmark
2025,0.006765370750737203,Excluding IDRC,Denmark
2026,0.006812296600589763,Excluding IDRC,Denmark
2027,0.006859222450442321,Excluding IDRC,Denmark
2028,0.006906148300294881,Excluding IDRC,Denmark
2029,0.0069530741501474405,Excluding IDRC,Denmark
2030,0.007,Excluding IDRC,Denmark
2031,0.007,Excluding IDRC,Denmark
2032,0.007,Excluding IDRC,Denmark
2033,0.007,Excluding IDRC,Denmark
2034,0.007,Excluding IDRC,Denmark
2018,0.003992517905816746,Excluding IDRC,France
2019,0.003973701273620869,Excluding IDRC,France
2020,0.004839492277282826,Excluding IDRC,France
2021,0.0047163425225441044,Excluding IDRC,France
2022,0.005060268702921555,Excluding IDRC,France
2023,0.004575752174979622,Excluding IDRC,France
2024,0.004922073292839676,Excluding IDRC,France
2025,0.0052683944106997295,Excluding IDRC,France
2026,0.005614715528559784,Excluding IDRC,France
2027,0.005961036646419838,Excluding IDRC,France
2028,0.006307357764279892,Excluding IDRC,France
2029,0.006653678882139946,Excluding IDRC,France
2030,0.007,Excluding IDRC,France
2031,0.007,Excluding IDRC,France
2032,0.007,Excluding IDRC,France
2033,0.007,Excluding IDRC,France
2034,0.007,Excluding IDRC,France
2018,0.005170620363559501,Excluding IDRC,Germany
2019,0.00534793911203616,Excluding IDRC,Germany
2020,0.006669057280188605,Excluding IDRC,Germany
2021,0.0070217963492295666,Excluding IDRC,Germany
2022,0.007327858915425333,Excluding IDRC,Germany
2023,0.006384954756928056,Excluding IDRC,Germany
2024,0.006472818363081191,Excluding IDRC,Germany
2025,0.006560681969234325,Excluding IDRC,Germany
2026,0.00664854557538746,Excluding IDRC,Germany
2027,0.0067364091815405956,Excluding IDRC,Germany
2028,0.006824272787693731,Excluding IDRC,Germany
2029,0.006912136393846865,Excluding IDRC,Germany
2030,0.007,Excluding IDRC,Germany
2031,0.007,Excluding IDRC,Germany
2032,0.007,Excluding IDRC,Germany
2033,0.007,Excluding IDRC,Germany
2034,0.007,Excluding IDRC,Germany
2018,0.001947411682680245,Excluding IDRC,Italy
2019,0.0019652453360700078,Excluding IDRC,Italy
2020,0.002113706973468711,Excluding IDRC,Italy
2021,0.0026021064513949577,Excluding IDRC,Italy
2022,0.002543252235803,Excluding IDRC,Italy
2023,0.001956269806953627,Excluding IDRC,Italy
2024,0.0026768026916745374,Excluding IDRC,Italy
2025,0.003397335576395448,Excluding IDRC,Italy
2026,0.004117868461116359,Excluding IDRC,Italy
2027,0.004838401345837269,Excluding IDRC,Italy
2028,0.00555893423055818,Excluding IDRC,Italy
2029,0.0062794671152790905,Excluding IDRC,Italy
2030,0.007,Excluding IDRC,Italy
2031,0.007,Excluding IDRC,Italy
2032,0.007,Excluding IDRC,Italy
2033,0.007,Excluding IDRC,Italy
2034,0.007,Excluding IDRC,Italy
2018,0.005564572479783054,Excluding IDRC,Netherlands
2019,0.005320632350018641,Excluding IDRC,Netherlands
2020,0.00530273676639248,Excluding IDRC,Netherlands
2021,0.004832864440830873,Excluding IDRC,Netherlands
2022,0.005704352963476509,Excluding IDRC,Netherlands
2023,0.005461974620817437,Excluding IDRC,Netherlands
2024,0.005681692532129232,Excluding IDRC,Netherlands
2025,0.005901410443441026,Excluding IDRC,Netherlands
2026,0.006121128354752821,Excluding IDRC,Netherlands
2027,0.006340846266064616,Excluding IDRC,Netherlands
2028,0.006560564177376411,Excluding IDRC,Netherlands
2029,0.0067802820886882055,Excluding IDRC,Netherlands
2030,0.007,Excluding IDRC,Netherlands
2031,0.007,Excluding IDRC,Netherlands
2032,0.007,Excluding IDRC,Netherlands
2033,0.007,Excluding IDRC,Netherlands
2034,0.007,Excluding IDRC,Netherlands
2018,0.0017331633160883823,Excluding IDRC,Portugal
2019,0.001686875473084413,Excluding IDRC,Portugal
2020,0.0017968134766892592,Excluding IDRC,Portugal
2021,0.0017875463863478058,Excluding IDRC,Portugal
2022,0.0020500490279944123,Excluding IDRC,Portugal
2023,0.001833741221276261,Excluding IDRC,Portugal
2024,0.0025717781896653666,Excluding IDRC,Portugal
2025,0.003309815158054472,Excluding IDRC,Portugal
2026,0.004047852126443578,Excluding IDRC,Portugal
2027,0.004785889094832683,Excluding IDRC,Portugal
2028,0.005523926063221789,Excluding IDRC,Portugal
2029,0.006261963031610895,Excluding IDRC,Portugal
2030,0.007,Excluding IDRC,Portugal
2031,0.007,Excluding IDRC,Portugal
2032,0.007,Excluding IDRC,Portugal
2033,0.007,Excluding IDRC,Portugal
2034,0.007,Excluding IDRC,Portugal
2018,0.009781388610708416,Excluding IDRC,Sweden
2019,0.009079599910869235,Excluding IDRC,Sweden
2020,0.011121268254985479,Excluding IDRC,Sweden
2021,0.008933289645795232,Excluding IDRC,Sweden
2022,0.00828456929999332,Excluding IDRC,Sweden
2023,0.008671790789831185,Excluding IDRC,Sweden
2024,0.008671790789831185,Excluding IDRC,Sweden
2025,0.008671790789831185,Excluding IDRC,Sweden
2026,0.008671790789831185,Excluding IDRC,Sweden
2027,0.008671790789831185,Excluding IDRC,Sweden
2028,0.008671790789831185,Excluding IDRC,Sweden
2029,0.008671790789831185,Excluding IDRC,Sweden
2030,0.008671790789831185,Excluding IDRC,Sweden
2031,0.008671790789831185,Excluding IDRC,Sweden
2032,0.008671790789831185,Excluding IDRC,Sweden
2033,0.008671790789831185,Excluding IDRC,Sweden
2034,0.008671790789831185,Excluding IDRC,Sweden
2018,0.0033818310267164434,Excluding IDRC,Finland
2019,0.0038384773678481455,Excluding IDRC,Finland
2020,0.0044588809811608975,Excluding IDRC,Finland
2021,0.0045119246211234205,Excluding IDRC,Finland
2022,0.004280436390653332,Excluding IDRC,Finland
2023,0.004408109605541666,Excluding IDRC,Finland
2024,0.004778379661892857,Excluding IDRC,Finland
2025,0.005148649718244047,Excluding IDRC,Finland
2026,0.0055189197745952375,Excluding IDRC,Finland
2027,0.005889189830946428,Excluding IDRC,Finland
2028,0.006259459887297619,Excluding IDRC,Finland
2029,0.006629729943648809,Excluding IDRC,Finland
2030,0.007,Excluding IDRC,Finland
2031,0.007,Excluding IDRC,Finland
2032,0.007,Excluding IDRC,Finland
2033,0.007,Excluding IDRC,Finland
2034,0.007,Excluding IDRC,Finland
2018,0.002953746353576103,Excluding IDRC,Ireland
2019,0.002885829977789983,Excluding IDRC,Ireland
2020,0.002938226332001762,Excluding IDRC,Ireland
2021,0.0028874949770762285,Excluding IDRC,Ireland
2022,0.0031509406713111036,Excluding IDRC,Ireland
2023,0.0031868416620732475,Excluding IDRC,Ireland
2024,0.0037315785674913553,Excluding IDRC,Ireland
2025,0.004276315472909463,Excluding IDRC,Ireland
2026,0.00482105237832757,Excluding IDRC,Ireland
2027,0.005365789283745677,Excluding IDRC,Ireland
2028,0.005910526189163785,Excluding IDRC,Ireland
2029,0.006455263094581893,Excluding IDRC,Ireland
2030,0.007,Excluding IDRC,Ireland
2031,0.007,Excluding IDRC,Ireland
2032,0.007,Excluding IDRC,Ireland
2033,0.007,Excluding IDRC,Ireland
2034,0.007,Excluding IDRC,Ireland
2018,0.009838159614038873,Excluding IDRC,Luxembourg
2019,0.010334824365215104,Excluding IDRC,Luxembourg
2020,0.010300828476558084,Excluding IDRC,Luxembourg
2021,0.00987852076949056,Excluding IDRC,Luxembourg
2022,0.009956615885020732,Excluding IDRC,Luxembourg
2023,0.009857905051154588,Excluding IDRC,Luxembourg
2024,0.009857905051154588,Excluding IDRC,Luxembourg
2025,0.009857905051154588,Excluding IDRC,Luxembourg
2026,0.009857905051154588,Excluding IDRC,Luxembourg
2027,0.009857905051154588,Excluding IDRC,Luxembourg
2028,0.009857905051154588,Excluding IDRC,Luxembourg
2029,0.009857905051154588,Excluding IDRC,Luxembourg
2030,0.009857905051154588,Excluding IDRC,Luxembourg
2031,0.009857905051154588,Excluding IDRC,Luxembourg
2032,0.009857905051154588,Excluding IDRC,Luxembourg
2033,0.009857905051154588,Excluding IDRC,Luxembourg
2034,0.009857905051154588,Excluding IDRC,Luxembourg
2018,0.0011967511557025912,Excluding IDRC,Cyprus
2019,0.0009424923897397172,Excluding IDRC,Cyprus
2020,0.0005719808287804975,Excluding IDRC,Cyprus
2021,0.0007378345691912033,Excluding IDRC,Cyprus
2022,0.0005243976885192478,Excluding IDRC,Cyprus
2023,0.0006589447344959036,Excluding IDRC,Cyprus
2024,0.0010362383438536316,Excluding IDRC,Cyprus
2025,0.0014135319532113597,Excluding IDRC,Cyprus
2026,0.001790825562569088,Excluding IDRC,Cyprus
2027,0.002168119171926816,Excluding IDRC,Cyprus
2028,0.002545412781284544,Excluding IDRC,Cyprus
2029,0.002922706390642272,Excluding IDRC,Cyprus
2030,0.0033,Excluding IDRC,Cyprus
2031,0.0033,Excluding IDRC,Cyprus
2032,0.0033,Excluding IDRC,Cyprus
2033,0.0033,Excluding IDRC,Cyprus
2034,0.0033,Excluding IDRC,Cyprus
2018,0.0012042032252114615,Excluding IDRC,Greece
2019,0.0011112607229324708,Excluding IDRC,Greece
2020,0.001304117209142388,Excluding IDRC,Greece
2021,0.0014035666459614065,Excluding IDRC,Greece
2022,0.0013179522260544617,Excluding IDRC,Greece
2023,0.0013585433021426445,Excluding IDRC,Greece
2024,0.0021644656875508383,Excluding IDRC,Greece
2025,0.002970388072959032,Excluding IDRC,Greece
2026,0.0037763104583672254,Excluding IDRC,Greece
2027,0.00458223284377542,Excluding IDRC,Greece
2028,0.005388155229183613,Excluding IDRC,Greece
2029,0.006194077614591806,Excluding IDRC,Greece
2030,0.007,Excluding IDRC,Greece
2031,0.007,Excluding IDRC,Greece
2032,0.007,Excluding IDRC,Greece
2033,0.007,Excluding IDRC,Greece
2034,0.007,Excluding IDRC,Greece
2018,0.0012796251645581418,Excluding IDRC,Malta
2019,0.0013640726083556484,Excluding IDRC,Malta
2020,0.001063977773015569,Excluding IDRC,Malta
2021,0.0007463821452251622,Excluding IDRC,Malta
2022,0.0005700382766086377,Excluding IDRC,Malta
2023,0.00026665283634273875,Excluding IDRC,Malta
2024,0.0006999881454366332,Excluding IDRC,Malta
2025,0.0011333234545305277,Excluding IDRC,Malta
2026,0.0015666587636244222,Excluding IDRC,Malta
2027,0.0019999940727183168,Excluding IDRC,Malta
2028,0.002433329381812211,Excluding IDRC,Malta
2029,0.0028666646909061054,Excluding IDRC,Malta
2030,0.0033,Excluding IDRC,Malta
2031,0.0033,Excluding IDRC,Malta
2032,0.0033,Excluding IDRC,Malta
2033,0.0033,Excluding IDRC,Malta
2034,0.0033,Excluding IDRC,Malta
2018,0.0018341878370077092,Excluding IDRC,Spain
2019,0.0018761676680601389,Excluding IDRC,Spain
2020,0.0021745850671587175,Excluding IDRC,Spain
2021,0.002406034642137328,Excluding IDRC,Spain
2022,0.002384952561358676,Excluding IDRC,Spain
2023,0.002253973395948394,Excluding IDRC,Spain
2024,0.0029319771965271952,Excluding IDRC,Spain
2025,0.003609980997105996,Excluding IDRC,Spain
2026,0.004287984797684797,Excluding IDRC,Spain
2027,0.004965988598263598,Excluding IDRC,Spain
2028,0.005643992398842399,Excluding IDRC,Spain
2029,0.006321996199421199,Excluding IDRC,Spain
2030,0.007,Excluding IDRC,Spain
2031,0.007,Excluding IDRC,Spain
2032,0.007,Excluding IDRC,Spain
2033,0.007,Excluding IDRC,Spain
2034,0.007,Excluding IDRC,Spain
2018,0.0015147166325079943,Excluding IDRC,Slovenia
2019,0.0016115680047770267,Excluding IDRC,Slovenia
2020,0.0016915444488656529,Excluding IDRC,Slovenia
2021,0.0018705508497896411,Excluding IDRC,Slovenia
2022,0.002426118305905776,Excluding IDRC,Slovenia
2023,0.0021498941363598417,Excluding IDRC,Slovenia
2024,0.0023141949740227213,Excluding IDRC,Slovenia
2025,0.0024784958116856014,Excluding IDRC,Slovenia
2026,0.002642796649348481,Excluding IDRC,Slovenia
2027,0.0028070974870113606,Excluding IDRC,Slovenia
2028,0.0029713983246742407,Excluding IDRC,Slovenia
2029,0.0031356991623371203,Excluding IDRC,Slovenia
2030,0.0033,Excluding IDRC,Slovenia
2031,0.0033,Excluding IDRC,Slovenia
2032,0.0033,Excluding IDRC,Slovenia
2033,0.0033,Excluding IDRC,Slovenia
2034,0.0033,Excluding IDRC,Slovenia
2018,0.0013396624132229382,Excluding IDRC,Croatia
2019,0.0011221092411312346,Excluding IDRC,Croatia
2020,0.0012692117849301312,Excluding IDRC,Croatia
2021,0.001237702266283999,Excluding IDRC,Croatia
2022,0.0014420085415071309,Excluding IDRC,Croatia
2023,0.0018775717051085796,Excluding IDRC,Croatia
2024,0.0020807757472359255,Excluding IDRC,Croatia
2025,0.002283979789363271,Excluding IDRC,Croatia
2026,0.002487183831490617,Excluding IDRC,Croatia
2027,0.0026903878736179625,Excluding IDRC,Croatia
2028,0.0028935919157453086,Excluding IDRC,Croatia
2029,0.003096795957872654,Excluding IDRC,Croatia
2030,0.0033,Excluding IDRC,Croatia
2031,0.0033,Excluding IDRC,Croatia
2032,0.0033,Excluding IDRC,Croatia
2033,0.0033,Excluding IDRC,Croatia
2034,0.0033,Excluding IDRC,Croatia
2018,0.0012102471244598255,Excluding IDRC,Czechia
2019,0.0012873100762116107,Excluding IDRC,Czechia
2020,0.0012401540100396597,Excluding IDRC,Czechia
2021,0.0013254368462083496,Excluding IDRC,Czechia
2022,0.0014630948960743047,Excluding IDRC,Czechia
2023,0.0011458886593127247,Excluding IDRC,Czechia
2024,0.0014536188508394784,Excluding IDRC,Czechia
2025,0.001761349042366232,Excluding IDRC,Czechia
2026,0.0020690792338929854,Excluding IDRC,Czechia
2027,0.002376809425419739,Excluding IDRC,Czechia
2028,0.0026845396169464927,Excluding IDRC,Czechia
2029,0.0029922698084732463,Excluding IDRC,Czechia
2030,0.0033,Excluding IDRC,Czechia
2031,0.0033,Excluding IDRC,Czechia
2032,0.0033,Excluding IDRC,Czechia
2033,0.0033,Excluding IDRC,Czechia
2034,0.0033,Excluding IDRC,Czechia
2018,0.0013064409686150812,Excluding IDRC,Slovakia
2019,0.001106138781427843,Excluding IDRC,Slovakia
2020,0.001367515466343448,Excluding IDRC,Slovakia
2021,0.00135938100387027,Excluding IDRC,Slovakia
2022,0.0015269477267494096,Excluding IDRC,Slovakia
2023,0.001337571840514638,Excluding IDRC,Slovakia
2024,0.0016179187204411183,Excluding IDRC,Slovakia
2025,0.0018982656003675986,Excluding IDRC,Slovakia
2026,0.0021786124802940787,Excluding IDRC,Slovakia
2027,0.0024589593602205593,Excluding IDRC,Slovakia
2028,0.0027393062401470394,Excluding IDRC,Slovakia
2029,0.0030196531200735195,Excluding IDRC,Slovakia
2030,0.0033,Excluding IDRC,Slovakia
2031,0.0033,Excluding IDRC,Slovakia
2032,0.0033,Excluding IDRC,Slovakia
2033,0.0033,Excluding IDRC,Slovakia
2034,0.0033,Excluding IDRC,Slovakia
2018,0.001030279578214182,Excluding IDRC,Bulgaria
2019,0.000891096330007585,Excluding IDRC,Bulgaria
2020,0.0012165413533834586,Excluding IDRC,Bulgaria
2021,0.0011218543046357617,Excluding IDRC,Bulgaria
2022,0.0013809302325581397,Excluding IDRC,Bulgaria
2023,0.0016014285714285716,Excluding IDRC,Bulgaria
2024,0.0018440816326530613,Excluding IDRC,Bulgaria
2025,0.002086734693877551,Excluding IDRC,Bulgaria
2026,0.002329387755102041,Excluding IDRC,Bulgaria
2027,0.0025720408163265305,Excluding IDRC,Bulgaria
2028,0.0028146938775510206,Excluding IDRC,Bulgaria
2029,0.0030573469387755103,Excluding IDRC,Bulgaria
2030,0.0033,Excluding IDRC,Bulgaria
2031,0.0033,Excluding IDRC,Bulgaria
2032,0.0033,Excluding IDRC,Bulgaria
2033,0.0033,Excluding IDRC,Bulgaria
2034,0.0033,Excluding IDRC,Bulgaria
2018,0.0020641772816335775,Excluding IDRC,Hungary
2019,0.0021185643982538655,Excluding IDRC,Hungary
2020,0.002691378509062632,Excluding IDRC,Hungary
2021,0.0027976059078459532,Excluding IDRC,Hungary
2022,0.0025908125939115485,Excluding IDRC,Hungary
2023,0.001484841265570305,Excluding IDRC,Hungary
2024,0.0017441496562031187,Excluding IDRC,Hungary
2025,0.0020034580468359323,Excluding IDRC,Hungary
2026,0.0022627664374687455,Excluding IDRC,Hungary
2027,0.0025220748281015596,Excluding IDRC,Hungary
2028,0.0027813832187343727,Excluding IDRC,Hungary
2029,0.0030406916093671864,Excluding IDRC,Hungary
2030,0.0033,Excluding IDRC,Hungary
2031,0.0033,Excluding IDRC,Hungary
2032,0.0033,Excluding IDRC,Hungary
2033,0.0033,Excluding IDRC,Hungary
2034,0.0033,Excluding IDRC,Hungary
2018,0.001348713795952751,Excluding IDRC,Poland
2019,0.001376108360628271,Excluding IDRC,Poland
2020,0.0014246632818760358,Excluding IDRC,Poland
2021,0.0014924730186669135,Excluding IDRC,Poland
2022,0.0019756732567633066,Excluding IDRC,Poland
2023,0.002381178720491435,Excluding IDRC,Poland
2024,0.0025124389032783728,Excluding IDRC,Poland
2025,0.002643699086065311,Excluding IDRC,Poland
2026,0.0027749592688522486,Excluding IDRC,Poland
2027,0.0029062194516391864,Excluding IDRC,Poland
2028,0.0030374796344261245,Excluding IDRC,Poland
2029,0.0031687398172130623,Excluding IDRC,Poland
2030,0.0033,Excluding IDRC,Poland
2031,0.0033,Excluding IDRC,Poland
2032,0.0033,Excluding IDRC,Poland
2033,0.0033,Excluding IDRC,Poland
2034,0.0033,Excluding IDRC,Poland
2018,0.0010620937393089292,Excluding IDRC,Romania
2019,0.0010292507239675858,Excluding IDRC,Romania
2020,0.0012607037908956684,Excluding IDRC,Romania
2021,0.001494745689718394,Excluding IDRC,Romania
2022,0.001362711147123564,Excluding IDRC,Romania
2023,0.0012839926421862877,Excluding IDRC,Romania
2024,0.0015719936933025324,Excluding IDRC,Romania
2025,0.0018599947444187769,Excluding IDRC,Romania
2026,0.0021479957955350213,Excluding IDRC,Romania
2027,0.0024359968466512658,Excluding IDRC,Romania
2028,0.00272399789776751,Excluding IDRC,Romania
2029,0.003011998948883755,Excluding IDRC,Romania
2030,0.0033,Excluding IDRC,Romania
2031,0.0033,Excluding IDRC,Romania
2032,0.0033,Excluding IDRC,Romania
2033,0.0033,Excluding IDRC,Romania
2034,0.0033,Excluding IDRC,Romania
2018,0.0015279662262086503,Excluding IDRC,Estonia
2019,0.0015556715852114644,Excluding IDRC,Estonia
2020,0.0016372050532938132,Excluding IDRC,Estonia
2021,0.0016482250452488814,Excluding IDRC,Estonia
2022,0.0017167773284563488,Excluding IDRC,Estonia
2023,0.0019068373740125301,Excluding IDRC,Estonia
2024,0.002105860606296454,Excluding IDRC,Estonia
2025,0.0023048838385803785,Excluding IDRC,Estonia
2026,0.002503907070864303,Excluding IDRC,Estonia
2027,0.002702930303148227,Excluding IDRC,Estonia
2028,0.0029019535354321514,Excluding IDRC,Estonia
2029,0.0031009767677160757,Excluding IDRC,Estonia
2030,0.0033,Excluding IDRC,Estonia
2031,0.0033,Excluding IDRC,Estonia
2032,0.0033,Excluding IDRC,Estonia
2033,0.0033,Excluding IDRC,Estonia
2034,0.0033,Excluding IDRC,Estonia
2018,0.00098365494354631,Excluding IDRC,Latvia
2019,0.0009904762584625488,Excluding IDRC,Latvia
2020,0.0011948079996935309,Excluding IDRC,Latvia
2021,0.0011729153861913541,Excluding IDRC,Latvia
2022,0.0019155522535908868,Excluding IDRC,Latvia
2023,0.002325339012174579,Excluding IDRC,Latvia
2024,0.002464576296149639,Excluding IDRC,Latvia
2025,0.0026038135801246995,Excluding IDRC,Latvia
2026,0.0027430508640997595,Excluding IDRC,Latvia
2027,0.0028822881480748195,Excluding IDRC,Latvia
2028,0.00302152543204988,Excluding IDRC,Latvia
2029,0.00316076271602494,Excluding IDRC,Latvia
2030,0.0033,Excluding IDRC,Latvia
2031,0.0033,Excluding IDRC,Latvia
2032,0.0033,Excluding IDRC,Latvia
2033,0.0033,Excluding IDRC,Latvia
2034,0.0033,Excluding IDRC,Latvia
2018,0.0011914572700777383,Excluding IDRC,Lithuania
2019,0.0012579688405550064,Excluding IDRC,Lithuania
2020,0.0013070503387866358,Excluding IDRC,Lithuania
2021,0.00133992616765731,Excluding IDRC,Lithuania
2022,0.0024906607582544167,Excluding IDRC,Lithuania
2023,0.0026116216275728836,Excluding IDRC,Lithuania
2024,0.0027099613950624718,Excluding IDRC,Lithuania
2025,0.0028083011625520595,Excluding IDRC,Lithuania
2026,0.0029066409300416477,Excluding IDRC,Lithuania
2027,0.003004980697531236,Excluding IDRC,Lithuania
2028,0.0031033204650208236,Excluding IDRC,Lithuania
2029,0.003201660232510412,Excluding IDRC,Lithuania
2030,0.0033,Excluding IDRC,Lithuania
2031,0.0033,Excluding IDRC,Lithuania
2032,0.0033,Excluding IDRC,Lithuania
2033,0.0033,Excluding IDRC,Lithuania
2034,0.0033,Excluding IDRC,Lithuania
2018,0.0023835919700399876,Excluding Ukraine and IDRC,Austria
2019,0.002634668614844281,Excluding Ukraine and IDRC,Austria
2020,0.0027868223265346903,Excluding Ukraine and IDRC,Austria
2021,0.002862282959427236,Excluding Ukraine and IDRC,Austria
2022,0.002673216538089779,Excluding Ukraine and IDRC,Austria
2023,0.0028093915594929065,Excluding Ukraine and IDRC,Austria
2024,0.003408049908136777,Excluding Ukraine and IDRC,Austria
2025,0.004006708256780647,Excluding Ukraine and IDRC,Austria
2026,0.004605366605424518,Excluding Ukraine and IDRC,Austria
2027,0.005204024954068388,Excluding Ukraine and IDRC,Austria
2028,0.005802683302712259,Excluding Ukraine and IDRC,Austria
2029,0.00640134165135613,Excluding Ukraine and IDRC,Austria
2030,0.007,Excluding Ukraine and IDRC,Austria
2031,0.007,Excluding Ukraine and IDRC,Austria
2032,0.007,Excluding Ukraine and IDRC,Austria
2033,0.007,Excluding Ukraine and IDRC,Austria
2034,0.007,Excluding Ukraine and IDRC,Austria
2018,0.0038172658089381532,Excluding Ukraine and IDRC,Belgium
2019,0.003796599453564252,Excluding Ukraine and IDRC,Belgium
2020,0.004406348081823806,Excluding Ukraine and IDRC,Belgium
2021,0.0038437446139133183,Excluding Ukraine and IDRC,Belgium
2022,0.0034036010854353324,Excluding Ukraine and IDRC,Belgium
2023,0.0033148536896561234,Excluding Ukraine and IDRC,Belgium
2024,0.0038413031625623914,Excluding Ukraine and IDRC,Belgium
2025,0.004367752635468659,Excluding Ukraine and IDRC,Belgium
2026,0.004894202108374927,Excluding Ukraine and IDRC,Belgium
2027,0.005420651581281195,Excluding Ukraine and IDRC,Belgium
2028,0.005947101054187463,Excluding Ukraine and IDRC,Belgium
2029,0.006473550527093732,Excluding Ukraine and IDRC,Belgium
2030,0.007,Excluding Ukraine and IDRC,Belgium
2031,0.007,Excluding Ukraine and IDRC,Belgium
2032,0.007,Excluding Ukraine and IDRC,Belgium
2033,0.007,Excluding Ukraine and IDRC,Belgium
2034,0.007,Excluding Ukraine and IDRC,Belgium
2018,0.006927156174311035,Excluding Ukraine and IDRC,Denmark
2019,0.006922938695452598,Excluding Ukraine and IDRC,Denmark
2020,0.006925192006473243,Excluding Ukraine and IDRC,Denmark
2021,0.006820643627508532,Excluding Ukraine and IDRC,Denmark
2022,0.005148244001547989,Excluding Ukraine and IDRC,Denmark
2023,0.005964473209503549,Excluding Ukraine and IDRC,Denmark
